Sl No,Stock,Market Cap,Net Profit Ann  1Y Ago,Net Profit Ann  2Y ago,Net Profit Ann  3Y Ago,Net Profit Ann  4Y Ago,Net Profit Ann  5Y Ago,Total Rev  Ann  1Y Ago,Rev  Ann  2Y ago,Rev  Ann  3Y ago,Rev  Ann  4Y ago,Rev  Ann  5Y ago,ROCE Ann  1Y Ago %,OPM Ann  1Y ago %,Net Profit Ann ,Total Rev  Ann ,NSE Code,BSE Code,ISIN
1,Shipping Corporation,13375.42,843.58,678.97,870.16,865.22,696.09,5800.36,5262.06,5907.21,5098.98,3828.85,10,30.42,1352.92,6226.78,SCI,523598,INE109A01011
2,V-Guard Industries,13270.57,313.72,257.58,189.11,227.69,200.82,5598.71,4890.7,4142.48,3510.95,2741.97,18.93,9.17,308.33,5989.29,VGUARD,532953,INE951I01027
3,Va Tech Wabag,13138.26,295.3,245.6,12.85,131.91,110.11,3338.6,2899.8,3014.08,3011.69,2842.7,16.78,12.65,370.5,4038.5,WABAG,533269,INE956G01038
4,Vedanta Iron and Steel,13068.52,-0.03,-0.02,,,,0,0,,,,62.4,,-0.04,0,VISL,544784,INE1CLE01013
5,Home First Finance ,13003.98,382.07,305.72,228.29,186.1,100.14,1539.2,1156.54,795.6,595.7,489.16,47.57,79.47,540.38,1922.72,HOMEFIRST,543259,INE481N01025
6,Engineers India,12966.32,579.77,445.26,346.27,139.52,248.91,3247.84,3500.02,3494.5,3042.72,3332.95,23.44,15.77,691.59,4123.24,ENGINERSIN,532178,INE510A01028
7,Trident,12928.44,369.88,349.52,440.74,833.75,304.39,7047.23,6866.59,6356.62,7020.23,4546.7,10.23,12.92,377.11,6775.16,TRIDENT,521064,INE064C01022
8,Tamilnad Mercantile Bank,12902.48,1182.61,1072.03,1029.26,821.91,603.33,6141.75,5492.86,4710.15,4656.43,4253.4,7.49,28.42,1337.55,6696.49,TMB,543596,INE668A01016
9,Lloyds Engineering,12887.85,103.14,,,,,869.9,,,,,21.13,15.54,189.88,1350.98,LLOYDSENGG,539992,INE093R01011
10,Ujjivan Small Finance,12805.5,726.1,1281.49,1099.92,-414.59,8.3,7200.59,6463.91,4754.19,3126.07,3116.89,9.47,23.46,692.63,8038.97,UJJIVANSFB,542904,INE551W01018
11,NMDC Steel,12730.55,-2373.78,-1560.32,0,0,-0.01,8574.56,3168.28,0,0,0,-14.37,-20.86,58.72,13727.81,NSLNISP,543768,INE0NNS01018
12,Shilpa Medicare,12650.23,78.29,31.87,-32.48,60.66,147.78,1309.57,1159.77,1067.51,1159.77,931.27,8.61,24.21,243.33,1548.71,SHILPAMED,530549,INE790G01031
13,Corona Remedies,12611.21,149.43,90.5,84.93,,,1202.35,1020.93,891.1,,,30.24,19.96,185.12,1413.83,CORONA,544644,INE02ZQ01018
14,Park Medi World,12601.58,205.16,153.49,219.67,,,1425.97,1263.08,1272.18,,,21.95,26.1,258.12,1710.96,PARKHOSPS,544645,INE119201023
15,Balrampur Chini ,12505.96,436.92,534.47,284.17,464.64,479.79,5504.2,5773.67,4728.65,4879.04,4838.58,13.57,12.79,378.46,6307.96,BALRAMCHIN,500038,INE119A01028
16,PCBL,12482.6,434.6,490.94,441.8,426.02,313.63,8451.64,6456.8,5814.67,4475.01,2677.52,13.27,15.82,197.87,8227.89,PCBL,506590,INE602A01031
17,Marksans Pharma,12482.39,380.58,313.7,266.31,186.81,238.54,2693.22,2227.83,1911.45,1532.69,1382.88,18.66,19.63,417.9,3033.47,MARKSANS,524404,INE750C01026
18,Shaily Engineering ,12471.1,93.12,57.29,35.15,35.27,,789.12,650.36,611.57,576.53,,22.13,22.31,169.91,998.45,SHAILY,501423,INE151G01028
19,UTI Asset Management ,12417.73,731.49,765.68,437.36,534.29,494.14,1859.94,1743.93,1290.09,1327.27,1172.82,19.99,59.23,404.12,1714.05,UTIAMC,543238,INE094J01016
20,JSW Holdings,12409.35,195.83,155.56,331.5,151.62,75.22,248.09,169.56,406.76,186.14,92.81,0.66,94.34,146.65,179.45,JSWHL,532642,INE824G01012
21,Ircon International,12315.11,727.41,929.57,765.23,592.34,391.06,11131.03,12870.52,10749.89,7585.71,5523.45,8.93,7.59,595.47,9501.97,IRCON,541956,INE962Y01021
22,Indegene,12306.45,406.7,336.7,266.1,164.76,149.4,2946.5,2665.9,2364.1,1690.5,996.92,20.32,18.13,401.1,3582.5,INDGN,544172,INE065X01017
23,Graphite,12253.96,462.11,808.1,199.35,504.56,-32.08,2998.47,3254.06,3313.87,3320.34,2273.56,9.9,8.45,175.33,3025.62,GRAPHITE,509488,INE371A01025
24,Tega Industries,12245.82,200.12,193.86,184.03,116.9,136.4,1681.8,1514.92,1234.66,975.95,856.68,18.14,20.21,142.65,1773.55,TEGA,543413,INE011K01018
25,Techno Electric,12220.76,422.95,268.46,186.86,263.89,181.78,2428.62,1638.49,904.14,1224.64,956.08,11.95,13.97,473.87,3401.17,TECHNOE,542141,INE285K01026
26,Amagi Media Labs,12199.35,-68.71,-245,-321.27,,,1223.31,942.24,724.72,,,-8.2,-7.4,71.67,1570.14,AMAGI,544679,INE121R01077
27,Viyash Scientific,12186.64,21.88,-35.87,-121.16,41.25,95.44,1566.06,1380.69,1427.3,1423.66,1369.98,10.03,10.33,177.28,3463.86,VIYASH,512529,INE807F01027
28,Shadowfax Technologies,12167.16,6.43,-11.88,-142.64,,,2514.66,1896.48,1422.89,,,2.67,2.23,111.71,4238.59,SHADOWFAX,544685,INE12UN01015
29,Prudent Corporate ,12141.27,195.65,138.75,116.69,80.34,45.3,1133.48,824.7,618.87,458.56,294.9,36.68,23.15,222.05,1340.6,PRUDENT,543527,INE00F201020
30,RRP Semiconductor,12118,8.46,-0.02,-0.07,-0.07,-0.08,31.95,0.38,0,0,0,40.38,35.46,-7.76,-6.73,,504346,INE713N01013
31,Lloyds Enterprises,12069.42,57.09,117.57,48.75,151.05,1.21,1570.93,1093.75,397.07,207.12,1.97,5.31,7.51,283.44,2183.71,LLOYDSENT,512463,INE080I01025
32,Can Fin Homes,12063.14,857.17,750.7,621.21,471.11,456.06,3879.62,3524.69,2743.13,1988.51,2018.43,63.45,92.2,1085.75,4218.24,CANFINHOME,511196,INE477A01020
33,JM Financial,12002.19,821.31,409.84,597.29,773.16,590.14,4452.83,4832.16,3343.07,3763.28,3226.63,21.69,51.44,1201.97,4260.59,JMFINANCIL,523405,INE780C01023
34,India Cements,11997.67,-143.68,-227.34,-125.01,78.46,206.76,4357.31,5176.97,5648.25,4882.74,4551,-3.28,-8.77,-67.25,4572.35,INDIACEM,530005,INE383A01012
35,ACE,11945.24,409.22,328.16,171.6,105.02,79.83,3427.37,2990.9,2200.79,1644.59,1242.46,35.46,14.76,415.09,3390.5,ACE,532762,INE731H01025
36,Metropolis Healthcare,11914.38,144.97,127.82,142.88,214.18,183.1,1346.32,1216.83,1163.43,1245.96,1010.03,13.31,22.51,190.02,1671.43,METROPOLIS,542650,INE112L01020
37,Diamond Power ,11912.18,34.5,17.02,,,,1115.95,344.12,,,,3.48,5.98,158.17,1918.1,DIACABS,522163,INE989C01038
38,South Ind Bank,11899.11,1303.09,1070.2,775.31,44.81,,11226.29,10127.33,8044.55,7620.43,,6.72,20.22,1455.64,11855.28,SOUTHBANK,532218,INE683A01023
39,Titagarh Rail Systems,11876.88,276.39,286.14,130.2,-0.33,-15,3943.1,3893.11,2822.17,1966.63,1545.5,17.96,10.98,122.82,3234.26,TITAGARH,532966,INE615H01020
40,JK Tyre & Industries,11848.7,495.04,786.23,262.48,210.02,319.34,14772.2,15046.13,14681.46,12019.52,9145.27,14,10.82,776.09,16384.28,JKTYRE,530007,INE573A01042
41,Jubilant Ingrevia,11847.33,251.18,182.89,307.5,476.71,54.36,4215.43,4171.1,4806.06,4980.85,686.73,10.99,12.31,277.91,4428.6,JUBLINGREA,543271,INE0BY001018
42,Aavas Financiers,11845.93,574.11,490.69,430.07,356.8,289.5,2358.42,2020.3,1610.15,1305.56,1105.34,38.75,75.16,654.88,2684.83,AAVAS,541988,INE216P01012
43,Aditya Birla Lifestyle Brands,11830.52,59.6,,,,,7907.67,,,,,15.18,15.07,171.05,8480.86,ABLBL,544403,INE14LE01019
44,Signatureglobal,11822.55,101.08,16.18,-63.86,-116.41,-86.02,2637.99,1324.56,1585.88,939.6,105.72,6.7,1.67,1094.63,2778.85,SIGNATURE,543990,INE903U01023
45,Swan Defence,11800.81,-181.04,-120.59,17937.14,-2085.96,-3426.93,17.53,2.46,7.76,17.39,30.58,-6.09,-615.87,-225.91,439.98,SWANDEF,533107,INE542F01020
46,IndiaMART InterMESH,11736.93,550.7,333.95,283.83,297.62,279.77,1660.76,1407.38,1165.92,865.68,756.15,26.17,31.48,474.68,1773.14,INDIAMART,542726,INE933S01016
47,Blue Dart Express,11697.85,252.42,301.01,370.53,382.21,101.81,5762.16,5318.67,5204.26,4441.28,3308.43,18.32,15.14,247.39,6182.8,BLUEDART,526612,INE233B01017
48,Zensar Technologies,11648.6,649.8,665,327.6,416.3,300.03,5440.8,5060.7,4951,4381.5,3806.84,20.39,15.01,774.6,5921.3,ZENSARTECH,504067,INE520A01027
49,SEDEMAC Mechatronics,11645.99,47.04,5.88,8.57,,,662.54,535.9,429.87,,,23.25,18.25,103.58,1063.65,SEDEMAC,544723,INE00XB01019
50,RateGain Travel ,11607.49,208.93,145.39,68.4,8.42,,1153.04,998.59,585.06,383.11,,15.98,20.13,194.39,1884.89,RATEGAIN,543417,INE0CLI01024
51,Jaiprakash Power,11513.81,813.55,1021.95,55.42,107.48,267.12,5707.55,7151.29,5922.15,4859.63,3429.01,10.05,32.49,450.63,5791.61,JPPOWER,532627,INE351F01018
52,Nazara Technologies,11482.56,75.82,56.57,39.4,28.4,9.24,1715.44,1217.91,1140.5,645.8,468.53,2.73,7.09,81.94,3072.56,NAZARA,543280,INE418L01047
53,Kirloskar Pneumatic,11463.41,211.19,,,,,1662.42,,,,,25.04,17.56,256.13,1814.46,KIRLPNU,505283,INE811A01020
54,Jain Resource Recycling,11456.85,224.34,163.83,91.82,,,7162.15,4484.84,3107.53,,,52.16,5.15,348.84,9571.48,JAINREC,544537,INE0YD401026
55,Procter & Gamble Health,11428.69,234.41,229.47,192.52,176.8,254.08,944.52,1248.01,1127.6,1026.83,1424.75,53.9,33.71,326.91,1425.31,PGHL,500126,INE199A01012
56,Olectra Greentech,11389.52,138.89,76.83,65.59,35.35,8.08,1814.21,1165.74,1100.82,600.96,292.86,18.88,14.36,179.53,2326.51,OLECTRA,532439,INE260D01016
57,Fujiyama Power Systems,11355.37,156.34,45.3,24.37,,19.76,1550.09,927.2,665.33,,408.44,42.68,16.03,304.12,2660.03,UTLSOLAR,544613,INE12UR01024
58,HEG,11333.57,115.06,311.68,532.41,431.04,-17.94,2287.26,2536.57,2576.38,2281.16,1369.14,3.99,11.15,341.37,2709.49,HEG,509631,INE545A01024
59,Edelweiss Financial ,11305.37,398.83,420.7,344.16,188.78,265.34,9518.71,9601.58,8632.59,7304.59,10848.85,19.84,32.02,546.63,10865.14,EDELWEISS,532922,INE532F01054
60,Avalon Technologies,11223.71,63.44,27.98,52.5,63.16,21.49,1115.23,882.04,959.07,851.65,695.9,15.4,10.3,112.95,1632.13,AVALON,543896,INE0LCL01028
61,Brainbees Solutions,11121,-191.47,-274.28,-441.08,-71.93,,7810.09,6575.08,5731.28,2516.92,,-0.35,2.94,-140.22,8732.25,FIRSTCRY,544226,INE02RE01045
62,Tilaknagar Industries,11002.69,229.59,138.01,149.9,45.19,-38.4,1451.72,1408.09,1171.87,793.84,560.17,25.53,17.56,20.87,2371.67,TI,507205,INE133E01013
63,Mahanagar Gas,10994.96,1040.57,1276.37,790.05,,,7430.39,6464.97,6411.16,,,21.64,21.13,841.16,8365.57,MGL,539957,INE002S01010
64,Jupiter Wagons,10972.74,382.26,331.56,120.79,49.68,53.4,4007.64,3668.28,2073.33,1181.75,997.58,20.01,14.41,171.08,2961.36,JWL,533272,INE209L01016
65,Godrej Agrovet,10927.01,429.72,359.67,301.91,402.59,313.74,9426.26,9601.87,9481.18,8385.74,6306.27,19.12,8.66,472.78,10338.52,GODREJAGRO,540743,INE850D01014
66,Akums Drugs & Pharma,10914.49,338.18,-4.04,94.86,-252.54,,4170.28,4212.21,3700.92,3694.52,,11.27,11.14,255.19,4487.74,AKUMS,544222,INE09XN01023
67,Afcons Infrastructure,10785.28,486.81,449.74,410.87,356.36,166.97,13022.77,13646.87,12844.09,11269.55,9521.13,15.24,10.41,251.5,12322.1,AFCONS,544280,INE101I01011
68,Rites,10750.15,384.8,455.4,542.04,516.37,432.38,2323.52,2538.97,2730.02,2745.28,2005.02,19.06,22.16,454.44,2524.57,RITES,541556,INE320J01015
69,Elecon Engineering ,10710.61,415.1,355.58,237.49,140.49,57.63,2287.01,1981.48,1549.74,1212.12,1050.43,24.71,23.72,341.15,2447.22,ELECON,505700,INE205B01031
70,Indian Energy Exchange,10646.81,429.17,350.78,305.89,309.26,206.09,657.37,550.85,474.1,484.4,356.23,46.42,69.01,492.92,746.95,IEX,540750,INE022Q01020
71,TSF Investments,10639.89,412.1,533.14,237.56,163.19,73.88,160.03,297.17,93.96,88.04,64.29,2.03,72.35,521.78,1003.45,TSFINV,,INE202Z01029
72,IIFL Capital,10610.3,712.34,512.34,250.16,306.06,220.34,2567.43,2231.29,1370.38,1316.41,867.62,42.01,38.84,561.35,2603.1,IIFLCAPS,542773,INE489L01022
73,Intellect Design Arena,10609.2,332.77,321.19,267.23,349.08,262.77,2577.03,2565.41,2282.59,1918.69,1510.14,15.39,20.59,345.43,3160.76,INTELLECT,538835,INE306R01017
74,BlackBuck,10559.49,-8.66,-193.95,-290.5,-284.56,-241.44,462.4,316.51,195.09,156.13,893.22,7.48,20.18,160.34,714.6,BLACKBUCK,544288,INE0UIZ01018
75,BBTC,10444.16,1122.63,684.41,-1675.87,63.41,369.53,18567.11,17506.72,17078.87,14910.98,13734.94,35.48,16.89,1242.67,19853.44,BBTC,501425,INE050A01025
76,Sanofi Consumer Healthcare,10421.35,181,0,-0.3,,,737.5,0,0,,,92.81,36.69,240.1,896.8,SANOFICONR,544250,INE0UOS01011
77,Karnataka Bank,10414.1,1272.85,1306.62,1179.68,507.99,482.46,10283.18,9617.48,8212.81,7175.54,7727.48,6.34,17.77,1310.75,10320.74,KTKBANK,532652,INE614B01018
78,Waaree Renewable ,10395.97,229.16,148.13,55.42,8.6,-2.37,1612.55,879.89,352.48,169.82,15.42,62.96,19.28,478.7,3351.85,WAAREERTL,534618,INE299N01021
79,Blue Jet Healthcare,10376.7,305.2,163.75,160.03,181.59,141.62,1076.24,740.46,744.94,702.88,507.71,34.96,35.1,247.82,1015.98,BLUEJET,544009,INE0KBH01020
80,Finolex Industries,10361.96,800.03,473.59,250.7,1051.33,737.79,4388.6,4497.38,4517.97,4729.55,3534.37,9.61,10.84,599.05,4324.79,FINPIPE,500940,INE183A01024
81,SBFC Finance,10293.52,345.17,237.02,149.8,64.22,85.19,1306.11,1019.82,740.36,533.03,511.18,27.43,68.42,450.83,1679.5,SBFC,543959,INE423Y01016
82,PC Jeweller,10205.77,577.7,-629.36,-203.2,-391,62,2371.87,669.87,2635.93,1658.94,2850.42,8.05,16.63,714.46,3549.58,PCJEWELLER,534809,INE785M01021
83,Triveni Engineering,10160.94,243.19,395.16,1791.81,424.06,294.6,5746.88,5282.11,5697.24,4313.13,4704.57,10.84,8.28,268.71,6366.67,TRIVENI,532356,INE256C01024
84,Manorama Industries,10159.55,109.79,,,,,791.85,,,,,36.34,23.54,214.94,1377.09,MANORAMA,541974,INE00VM01036
85,Transformers & Rectifiers,10148.61,214.27,44.5,40.71,13.99,7.06,2051.08,1300.49,1389.01,1171.59,751.68,24,15.96,264.39,2569.65,TARIL,532928,INE763I01026
86,Ramkrishna Forgings,10123.69,415.03,341.44,248.11,198.03,20.67,4060.49,3983.8,3196.85,2321.71,1294.52,7.34,13.78,71.8,4251.19,RKFORGE,532527,INE399G01023
87,Varroc Engineering,10122.1,61.23,526.02,-819.84,-1109.88,-631.91,8171.77,7594.07,6920.95,5878.13,11429.85,22.9,9.65,225.03,8908.04,VARROC,541578,INE665L01035
88,Reliance Power,10111.96,2947.83,-2068.38,-470.77,-605.91,228.63,8257.04,8260.23,7882.74,7686.73,8388.6,5.91,25.53,-336.89,7988.52,RPOWER,532939,INE614G01033
89,Suven Life Sciences,10079.01,-160.74,-105.08,-118.27,-122,-72.15,17.55,32.82,21.99,17.16,21.23,-143.86,-944.43,-276.34,21.04,SUVEN,530239,INE495B01038
90,WeWork Management,10019.39,127.4,-135.84,-145.86,,,2024,1737.16,1422.77,,,12.22,61.16,74.43,2490.43,WEWORK,544570,INE085001019
91,Lumax Auto Tech,9959.2,177.77,130.18,92.88,69.41,47.13,3687.7,2866.74,1871.33,1520.74,1126.11,21.28,12.6,278.86,4916.75,LUMAXTECH,532796,INE872H01027
92,Swan Corp,9944.42,755.3,301.17,-61.05,-157.89,-68.61,6883.68,5100.07,1448.91,494.09,324.41,15.19,-2.05,274.13,5143.51,SWANCORP,503310,INE665A01038
93,Sigma Advanced Systems,9895.86,-29.94,-12.75,8.83,4.62,1.85,41.56,37.4,43.83,79.1,66.27,9,-25.1,268.04,787.68,SIGMAADV,532408,INE933B01012
94,PVR INOX,9871.56,-279.6,-32,-335.07,-488.24,-747.79,5953.6,6263.7,3829.73,1657.13,749.35,3.16,25.89,333.6,6903.9,PVRINOX,532689,INE191H01014
95,Whirlpool,9871.26,359,217.04,219.02,566.37,351.83,8110.16,6993.59,6794.96,6259.87,5989.49,11.47,6.79,293.75,8233.39,WHIRLPOOL,500238,INE716A01013
96,Paras Defence,9839.71,63.47,32.06,36.06,27.04,15.72,372.58,261.77,230.65,185.53,144.61,13.64,26.09,88.1,492.55,PARAS,543367,INE045601023
97,Tejas Networks,9837.51,446.53,62.98,-36.41,-62.71,37.54,8968.63,2535.58,1000.58,593.89,551.45,22.44,14.02,-908.89,1136.66,TEJASNET,540595,INE010J01012
98,Jupiter Life Line,9828.34,193.5,176.61,72.9,51.13,-2.3,1290.22,1095.48,902.96,737.14,490.27,15.3,22.99,194.01,1542.16,JLHL,543980,INE682M01012
99,Strides Pharma ,9817.31,3593.46,-70.61,-202.64,-460.21,268.44,4624.06,4090.82,3778.72,3202.24,3367.3,19.35,17.36,556.19,5009.4,STAR,532531,INE939A01011
100,Zee Entertainment,9804.98,679.5,141.4,47.8,964.6,800.1,8417.5,8766.5,8167.6,8310.6,7840.3,8.85,14.4,273.1,8245,ZEEL,505537,INE256A01028
1,Reliance Industries,1753817.02,69648,69621,66702,60705,49128,982671,917121,889569,714909,483251,8.7,16.84,80775,1085997,RELIANCE,500325,INE002A01018
2,HDFC Bank,1255208.19,70792.25,64062.04,45997.11,38052.75,31833.21,470915.93,407994.77,204666.1,167695.4,155885.27,7,23.45,76025.97,495462.81,HDFCBANK,500180,INE040A01034
3,Bharti Airtel,1168927.61,33556.1,7467,8345.9,4254.9,-15083.5,174558.9,151417.8,140081.4,117081.2,101258.6,14.72,53.37,26695.2,213790.1,BHARTIARTL,532454,INE397D01024
4,ICICI Bank,1012037.08,51029.2,44256.37,34036.64,25110.1,18384.32,294586.93,236037.73,186178.8,157536.32,161192.19,6.72,26.4,54207.7,312118.36,ICICIBANK,532174,INE090A01021
5,SBI,942999.89,77561.34,67084.67,55648.17,35373.88,22405.46,663343.32,594574.9,473378.14,406973.09,385337.89,6.51,18.97,83298.78,712643.53,SBIN,500112,INE062A01020
6,TCS,793193.32,48553,45908,42147,38327,32430,259286,245315,228907,195772,167311,62.01,26,49210,271423,TCS,532540,INE467B01029
7,Bajaj Finance,634922.82,16637.82,14451.17,11507.69,7028.23,4419.82,69724.78,54982.51,41405.69,31640.41,26683.05,46.79,68.37,19017.39,81989.5,BAJFINANCE,500034,INE296A01032
8,Life Insurance Corp,555461.3,48320.33,40915.85,35996.65,4124.71,2974.14,893465.16,860795.02,792427.15,724742.92,703732.43,0.97,5.8,57453.15,983193.56,LICI,543526,INE0J1Y01017
9,L&T,533435.16,15037.11,13059.11,10470.72,8669.33,11582.93,259859.27,225270.94,186269.87,158788.31,139408.38,14.89,10.17,16083.99,291635.04,LT,500510,INE018A01030
10,Hindustan Unilever,492873.77,10649,10277,10120,8879,7995,64138,62707,61092,52704,47438,22.91,23.15,15040,65219,HINDUNILVR,500696,INE030A01027
11,Sun Pharmaceutical,467870.32,10929.04,9576.38,8473.58,3272.73,2903.82,54543.48,49851.04,44520.2,39576,34333.66,19.83,28,11479.42,60433.76,SUNPHARMA,524715,INE044A01036
12,Infosys,438746,26713,26233,24095,22110,19351,166590,158381,149468,123936,102673,35.85,23.55,29440,182972,INFY,500209,INE009A01021
13,Adani Enterprises,426649.38,7099,3240.78,2472.94,776.56,922.64,100365.08,98281.51,138175.12,70432.69,40290.93,8.29,14.2,9339.47,102943.24,ADANIENT,512599,INE423A01024
14,Maruti Suzuki,425732.56,14500.2,13488.2,8211,3879.5,4389.1,157935.2,145951.7,119712,90074.5,73308.3,19.29,12.76,14679.5,187673.2,MARUTI,532500,INE585B01010
15,Adani Power,422720.51,12938.77,20828.79,10726.64,4911.58,1269.98,58905.83,60281.48,43040.52,31686.47,28149.68,20.41,36.17,12834.3,57865.28,ADANIPOWER,533096,INE814H01029
16,Titan Company,407573.77,3337,3496,3250,2173,973,60942,51617,40883,29033,21830,36.93,9.34,5073,88136,TITAN,500114,INE280A01028
17,Axis Bank,406503.35,28055.11,26386.2,10818.45,14119.29,7195.5,155916.86,137989.36,106154.75,86114.19,80847.94,7.34,28.79,26384.85,162211.95,AXISBANK,532215,INE238A01034
18,Adani Ports,395067.8,11092.31,8110.64,5310.18,4728.09,4994.3,32383.08,28209.98,22405.39,18088.81,14519.83,13.94,58.75,12806.21,40854.36,ADANIPORTS,532921,INE742F01042
19,Mahindra & Mahindra,384150.92,12929.1,11268.64,10281.5,6577.32,1812.49,161361.03,141231.77,122475.04,91105.08,75310.89,14.21,18.65,17098.85,202084.34,M&M,500520,INE101A01026
20,Kotak Mahindra Bank,375388.81,22125.99,18213.21,14925.01,12089.39,9990.2,106902.24,94273.91,68142.03,59051.01,56814.77,7.32,30.73,19287.89,107947.59,KOTAKBANK,500247,INE237A01036
21,UltraTech Cement,347132.1,6039.11,7005,5063.96,7344.31,5463.1,76699.3,71525.09,63743.06,53106.64,45459.97,9.16,16.37,8165.64,89089.04,ULTRACEMCO,532538,INE481G01011
22,ITC,346565.09,34746.63,20458.78,19191.66,15242.66,13161.19,77853.03,73608.84,72917.34,62504.44,51905.34,36.41,33.37,20689.47,81294.2,ITC,500875,INE154A01025
23,NTPC,333080.48,23422.46,20811.89,16912.55,16675.9,14634.63,190862.45,181165.86,177977.17,134994.31,115546.83,9.4,28.36,27545.76,189798.56,NTPC,532555,INE733E01010
24,HCL Technologies,317200.31,17390,15702,14851,13499,11145,119540,111408,102814,86718,76306,30.84,21.34,16642,131674,HCLTECH,532281,INE860A01027
25,ONGC,311022.24,36225.62,49221.38,35440.48,45522.11,16248.69,624458.94,603669.06,640400.05,498707.43,313324,11.15,14.23,41424.38,674603.84,ONGC,500312,INE213A01029
26,JSW Steel,301573.39,3504,8812,4144,20665,7911,169518,176010,166990,147902,80431,7.93,13.51,22316,186718,JSWSTEEL,500228,INE019A01038
27,Bharat Electronics,300724.3,5321.44,3984.52,2984.42,2398.87,2098.94,24511.11,20938.38,18015.24,15599.72,14233.65,33.72,27.88,6062,28176.14,BEL,500049,INE263A01024
28,Bajaj Finserv,296309.82,8872.31,8147.79,6417.28,4556.77,4470.46,133822.12,110383,82072.01,68438.98,60591.57,35.45,36.77,9800.97,150530.38,BAJAJFINSV,532978,INE918I01026
29,Hindustan Aeronautics,296247.26,8364.13,7621.05,5827.74,5080.04,3239.46,33542.64,32277.68,28597.58,25604.95,23112.77,17.41,28.64,9115.6,36787.95,HAL,541154,INE066F01020
30,Bajaj Auto,288539.55,7324.73,7708.24,6060.21,6165.87,4857.02,52468.96,46306.45,37642.9,34428.85,29017.54,27.05,19.95,10744.21,65087.22,BAJAJ-AUTO,532977,INE917I01010
31,Eternal,285939.89,527,351,-971.3,-1208.7,-812.82,21320,12961,7760.9,4687.3,2118.42,2.63,2.99,366,55760,ETERNAL,543320,INE758T01015
32,Nestle,275556.11,3207.59,3932.84,,,,20260.42,24541.85,,,,57.17,23.45,3499.08,23194.95,NESTLEIND,500790,INE239A01024
33,Coal India,263117.68,35358.16,37402.29,28165.19,17358.1,12699.89,152838.98,150293.06,144802.57,113618.02,93818.39,24.24,30.79,31094.29,179675.97,COALINDIA,533278,INE522F01014
34,Power Grid Corp,260881.94,15521.44,15573.16,15417.12,16824.07,12036.46,47459.38,46913.12,46605.64,42697.9,40823.53,12.32,82.31,15927.95,47684.43,POWERGRID,532898,INE752E01010
35,Avenue Supermarts,256847.95,2708.02,2536.17,2378.51,1492.55,1099.49,59482.36,50935.28,42968.9,31093.76,24339.27,16.92,7.54,2970.49,68894.84,DMART,540376,INE192R01011
36,Adani Green Energy,256070.01,1444,1100,974,489,210,12422,10460,8633,5577,3599,8.02,71.46,1652,13819,ADANIGREEN,541450,INE364U01010
37,Asian Paints,255818.05,3667.23,5460.23,4106.45,3030.57,3139.29,34478.23,36182.69,34875.07,29481.29,22015.84,24.97,17.42,4325.35,36307.34,ASIANPAINT,500820,INE021A01026
38,Shriram Finance,242824.27,9553.82,7366.38,6011.04,2721.1,2498.83,41859.47,36412.99,30508.39,19274.23,17436.4,17.3,71.73,10024.16,48192.65,SHRIRAMFIN,511218,INE721A01047
39,Tata Steel,234540.59,3420.51,-4437.44,8760.4,40153.93,7490.22,220083.04,230979.63,244390.17,244744.06,157373,8.49,11.49,10793.87,233541.72,TATASTEEL,500470,INE081A01020
40,Hindustan Zinc,223540.5,10353,7759,10511,9629,7980,35066,30006,35477,30656,24448,63.24,49.59,13832,41934,HINDZINC,500188,INE267A01025
41,Hindalco Industries,215419.13,16001,10155,10097,13730,3483,241204,217458,224459,196195,133207,13.28,13.19,13391,277833,HINDALCO,500440,INE038A01020
42,Grasim Industries,210757.42,3705.68,5624.49,6827.26,7549.78,4304.82,149936.93,132242.58,121239.13,96522.47,77449.77,5.86,18.85,4966.48,176610.86,GRASIM,500300,INE047A01021
43,Eicher Motors,202754.03,4734.44,4001.01,2913.94,1676.6,1346.89,20175.25,17611.65,15037.29,10738.65,9173.54,23.08,23.36,5515.23,24894.09,EICHERMOT,505200,INE066A01021
44,Adani Energy ,202067.75,1059.97,1137.28,1256.33,1204.61,1224.04,24446.55,17218.31,13840.46,11861.47,10458.93,11.22,34.39,2282.54,28325.16,ADANIENSOL,539254,INE931S01010
45,InterGlobe Aviation,200080.63,7258.4,8172.47,-305.79,-6161.84,-5806.43,84098.2,71231.16,55881.42,26656.52,15677.6,15.52,21.47,-2391.9,89513.4,INDIGO,539448,INE646L01027
46,Indian Oil,197697.34,13597.84,41729.69,9792.12,25102.23,21638.21,761619.54,780194.7,845954.83,592417.96,367449.21,8.22,4.73,42096.26,788578.42,IOC,530965,INE242A01010
47,Divi's Laboratories,193208.05,2191,1600,1823.38,2960.45,1984.29,9712,8184,8112.17,9073.7,7031.96,18.85,30.56,2568,11067,DIVISLAB,532488,INE361B01024
48,SBI Life Insurance ,187108.18,2413.3,1893.78,1720.57,1506,1455.85,118234.56,133665.47,82393.73,84015.61,82779.69,0.65,1.43,2470.3,114263.31,SBILIFE,540719,INE123W01016
49,Wipro,184070.06,13135.4,11045.2,11350,12229.6,10796.4,92972.4,92391.1,92753.3,81373.2,64325.6,19.03,19.38,13197.4,96497.7,WIPRO,507685,INE075A01022
